,basket,next_product,proba
7298,"{'VERDURE', 'GNOCCHI', 'CARNE', 'TORTELLINI', 'LEGUMI', 'PASTA', 'PIZZA'}",{'CROSTACEI_E_MOLLUSCHI'},1.0
9514,"{'CARNE', 'LEGUMI', 'GNOCCHI'}","{'VERDURE', 'PASTA'}",1.0
4819,"{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'RISO'}","{'LEGUMI', 'VERDURE', 'PASTA', 'CARNE', 'TORTELLINI'}",1.0
4818,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'LEGUMI', 'VERDURE', 'PASTA', 'CARNE', 'RISO'}",1.0
9516,"{'LEGUMI', 'GNOCCHI', 'PASTA'}","{'CARNE', 'VERDURE'}",1.0
9518,"{'CARNE', 'LEGUMI', 'VERDURE', 'GNOCCHI'}",{'PASTA'},1.0
8512,"{'GNOCCHI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PASTA', 'PIZZA'}","{'TORTELLINI', 'RISO'}",1.0
4814,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'RISO'}","{'GNOCCHI', 'VERDURE', 'PASTA', 'CARNE', 'TORTELLINI'}",1.0
4813,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}","{'GNOCCHI', 'VERDURE', 'PASTA', 'CARNE', 'RISO'}",1.0
4812,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}","{'GNOCCHI', 'VERDURE', 'PASTA', 'TORTELLINI', 'RISO'}",1.0
4811,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'VERDURE'}","{'GNOCCHI', 'PASTA', 'CARNE', 'TORTELLINI', 'RISO'}",1.0
4810,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PASTA'}","{'GNOCCHI', 'VERDURE', 'CARNE', 'TORTELLINI', 'RISO'}",1.0
4809,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'GNOCCHI'}","{'VERDURE', 'PASTA', 'CARNE', 'TORTELLINI', 'RISO'}",1.0
9520,"{'LEGUMI', 'VERDURE', 'GNOCCHI', 'PASTA'}",{'CARNE'},1.0
9522,"{'CARNE', 'LEGUMI', 'GNOCCHI', 'PASTA'}",{'VERDURE'},1.0
9526,"{'LEGUMI', 'GNOCCHI'}","{'TORTELLINI', 'VERDURE'}",1.0
8511,"{'GNOCCHI', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PASTA'}","{'PIZZA', 'RISO'}",1.0
7425,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PIZZA'}","{'TORTELLINI', 'VERDURE', 'GNOCCHI', 'RISO'}",1.0
8449,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'RISO'}","{'TORTELLINI', 'PIZZA', 'GNOCCHI', 'PASTA'}",1.0
3235,"{'VERDURE', 'GNOCCHI', 'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}",{'PASTA'},1.0
3525,"{'VERDURE', 'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PASTA'}","{'TORTELLINI', 'GNOCCHI'}",1.0
8389,"{'VERDURE', 'GNOCCHI', 'CARNE', 'TORTELLINI', 'PIZZA'}","{'LEGUMI', 'PASTA', 'RISO'}",1.0
8386,"{'GNOCCHI', 'CARNE', 'TORTELLINI', 'RISO', 'PASTA'}","{'LEGUMI', 'VERDURE', 'PIZZA'}",1.0
3533,"{'VERDURE', 'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PASTA'}","{'LEGUMI', 'GNOCCHI'}",1.0
3532,"{'GNOCCHI', 'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PASTA'}","{'LEGUMI', 'VERDURE'}",1.0
3531,"{'VERDURE', 'GNOCCHI', 'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI'}","{'LEGUMI', 'PASTA'}",1.0
3530,"{'VERDURE', 'GNOCCHI', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PASTA'}","{'CARNE', 'LEGUMI'}",1.0
8385,"{'GNOCCHI', 'CARNE', 'TORTELLINI', 'PASTA', 'PIZZA'}","{'LEGUMI', 'VERDURE', 'RISO'}",1.0
3528,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PASTA'}","{'VERDURE', 'GNOCCHI'}",1.0
3527,"{'VERDURE', 'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}","{'GNOCCHI', 'PASTA'}",1.0
3526,"{'VERDURE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PASTA'}","{'CARNE', 'GNOCCHI'}",1.0
3524,"{'GNOCCHI', 'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}","{'VERDURE', 'PASTA'}",1.0
10409,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}",{'GNOCCHI'},1.0
3523,"{'GNOCCHI', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PASTA'}","{'CARNE', 'VERDURE'}",1.0
3522,"{'GNOCCHI', 'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PASTA'}","{'TORTELLINI', 'VERDURE'}",1.0
3521,"{'VERDURE', 'GNOCCHI', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}","{'CARNE', 'PASTA'}",1.0
3520,"{'VERDURE', 'GNOCCHI', 'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}","{'TORTELLINI', 'PASTA'}",1.0
3519,"{'VERDURE', 'GNOCCHI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PASTA'}","{'CARNE', 'TORTELLINI'}",1.0
10395,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",{'CARNE'},1.0
10402,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'CARNE', 'VERDURE'}",1.0
8383,"{'VERDURE', 'GNOCCHI', 'TORTELLINI', 'RISO', 'PASTA'}","{'CARNE', 'LEGUMI', 'PIZZA'}",1.0
10404,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}","{'CARNE', 'GNOCCHI'}",1.0
10407,"{'TORTELLINI', 'VERDURE', 'GNOCCHI', 'CROSTACEI_E_MOLLUSCHI'}",{'CARNE'},1.0
10390,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'VERDURE'}",{'GNOCCHI'},1.0
3540,"{'VERDURE', 'GNOCCHI', 'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PASTA'}",{'TORTELLINI'},1.0
3541,"{'VERDURE', 'GNOCCHI', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PASTA'}",{'CARNE'},1.0
3542,"{'VERDURE', 'GNOCCHI', 'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}",{'PASTA'},1.0
3565,"{'LEGUMI', 'VERDURE', 'RISO'}",{'GNOCCHI'},1.0
7585,"{'LEGUMI', 'RISO', 'PIZZA'}","{'CARNE', 'TORTELLINI', 'VERDURE', 'GNOCCHI'}",1.0
8397,"{'VERDURE', 'TORTELLINI', 'RISO', 'PASTA', 'PIZZA'}","{'CARNE', 'LEGUMI', 'GNOCCHI'}",1.0
10372,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",{'VERDURE'},1.0
8395,"{'VERDURE', 'CARNE', 'TORTELLINI', 'RISO', 'PASTA'}","{'LEGUMI', 'GNOCCHI', 'PIZZA'}",1.0
10373,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}",{'GNOCCHI'},1.0
3559,"{'LEGUMI', 'GNOCCHI', 'RISO'}",{'CROSTACEI_E_MOLLUSCHI'},1.0
3558,"{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'RISO'}",{'LEGUMI'},1.0
3557,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'RISO'}",{'GNOCCHI'},1.0
3556,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'GNOCCHI'}",{'RISO'},1.0
10381,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'PIZZA', 'VERDURE'}",1.0
8393,"{'GNOCCHI', 'CARNE', 'TORTELLINI', 'RISO', 'PIZZA'}","{'LEGUMI', 'VERDURE', 'PASTA'}",1.0
8392,"{'VERDURE', 'GNOCCHI', 'TORTELLINI', 'RISO', 'PIZZA'}","{'CARNE', 'LEGUMI', 'PASTA'}",1.0
10384,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}","{'PIZZA', 'GNOCCHI'}",1.0
10386,"{'TORTELLINI', 'VERDURE', 'GNOCCHI', 'CROSTACEI_E_MOLLUSCHI'}",{'PIZZA'},1.0
3550,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}","{'GNOCCHI', 'RISO'}",1.0
10387,"{'TORTELLINI', 'VERDURE', 'PIZZA', 'GNOCCHI'}",{'CROSTACEI_E_MOLLUSCHI'},1.0
10389,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'GNOCCHI'}",{'VERDURE'},1.0
3545,"{'VERDURE', 'GNOCCHI', 'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PASTA'}",{'LEGUMI'},1.0
3544,"{'VERDURE', 'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PASTA'}",{'GNOCCHI'},1.0
3543,"{'GNOCCHI', 'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PASTA'}",{'VERDURE'},1.0
10408,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",{'VERDURE'},1.0
10415,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'CARNE', 'PIZZA'}",1.0
7428,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'LEGUMI', 'VERDURE', 'RISO', 'PIZZA'}",1.0
10447,"{'TORTELLINI', 'VERDURE', 'PIZZA', 'GNOCCHI'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI'}",1.0
10429,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}","{'CARNE', 'PIZZA', 'GNOCCHI'}",1.0
8382,"{'VERDURE', 'GNOCCHI', 'TORTELLINI', 'PASTA', 'PIZZA'}","{'CARNE', 'LEGUMI', 'RISO'}",1.0
10437,"{'TORTELLINI', 'VERDURE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'CARNE', 'PIZZA'}",1.0
10439,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'PIZZA', 'VERDURE'}",1.0
10441,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'GNOCCHI'}","{'CARNE', 'VERDURE'}",1.0
10442,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}","{'PIZZA', 'GNOCCHI'}",1.0
10444,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'VERDURE'}","{'CARNE', 'GNOCCHI'}",1.0
7612,"{'CARNE', 'LEGUMI', 'VERDURE', 'RISO'}","{'TORTELLINI', 'PIZZA', 'GNOCCHI'}",1.0
7614,"{'TORTELLINI', 'LEGUMI', 'VERDURE', 'RISO'}","{'CARNE', 'PIZZA', 'GNOCCHI'}",1.0
7615,"{'LEGUMI', 'VERDURE', 'RISO', 'PIZZA'}","{'CARNE', 'TORTELLINI', 'GNOCCHI'}",1.0
3467,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}","{'CARNE', 'LEGUMI', 'GNOCCHI', 'PASTA'}",1.0
7602,"{'VERDURE', 'LEGUMI', 'GNOCCHI', 'PIZZA'}","{'CARNE', 'TORTELLINI', 'RISO'}",1.0
10448,"{'CARNE', 'TORTELLINI', 'PIZZA', 'GNOCCHI'}","{'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}",1.0
10450,"{'VERDURE', 'GNOCCHI', 'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI'}",{'PIZZA'},1.0
3464,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'CARNE', 'LEGUMI', 'VERDURE', 'PASTA'}",1.0
7617,"{'CARNE', 'TORTELLINI', 'LEGUMI', 'RISO'}","{'VERDURE', 'PIZZA', 'GNOCCHI'}",1.0
10452,"{'VERDURE', 'GNOCCHI', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}",{'CARNE'},1.0
3460,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}","{'CARNE', 'VERDURE', 'GNOCCHI', 'PASTA'}",1.0
3459,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}","{'TORTELLINI', 'VERDURE', 'GNOCCHI', 'PASTA'}",1.0
3458,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PASTA'}","{'CARNE', 'TORTELLINI', 'VERDURE', 'GNOCCHI'}",1.0
3457,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'VERDURE'}","{'CARNE', 'TORTELLINI', 'GNOCCHI', 'PASTA'}",1.0
3456,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'GNOCCHI'}","{'CARNE', 'TORTELLINI', 'VERDURE', 'PASTA'}",1.0
10426,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'CARNE', 'PIZZA', 'VERDURE'}",1.0
10421,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'GNOCCHI'}",{'CARNE'},1.0
7609,"{'LEGUMI', 'GNOCCHI', 'RISO', 'PIZZA'}","{'CARNE', 'TORTELLINI', 'VERDURE'}",1.0
3484,"{'VERDURE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'GNOCCHI'}","{'CARNE', 'TORTELLINI', 'PASTA'}",1.0
7603,"{'VERDURE', 'LEGUMI', 'GNOCCHI', 'RISO'}","{'CARNE', 'TORTELLINI', 'PIZZA'}",1.0
7605,"{'CARNE', 'LEGUMI', 'GNOCCHI', 'PIZZA'}","{'TORTELLINI', 'VERDURE', 'RISO'}",1.0
7606,"{'CARNE', 'LEGUMI', 'GNOCCHI', 'RISO'}","{'TORTELLINI', 'PIZZA', 'VERDURE'}",1.0
3502,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}","{'LEGUMI', 'GNOCCHI', 'PASTA'}",1.0
3501,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'PASTA'}","{'CARNE', 'LEGUMI', 'GNOCCHI'}",1.0
10418,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",{'PIZZA'},1.0
3499,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'LEGUMI', 'VERDURE', 'PASTA'}",1.0
3498,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'PASTA'}","{'CARNE', 'LEGUMI', 'VERDURE'}",1.0
7607,"{'TORTELLINI', 'LEGUMI', 'GNOCCHI', 'PIZZA'}","{'CARNE', 'VERDURE', 'RISO'}",1.0
3496,"{'TORTELLINI', 'VERDURE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'CARNE', 'LEGUMI', 'PASTA'}",1.0
10419,"{'CARNE', 'TORTELLINI', 'PIZZA', 'GNOCCHI'}",{'CROSTACEI_E_MOLLUSCHI'},1.0
7608,"{'TORTELLINI', 'LEGUMI', 'GNOCCHI', 'RISO'}","{'CARNE', 'PIZZA', 'VERDURE'}",1.0
3493,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}","{'VERDURE', 'GNOCCHI', 'PASTA'}",1.0
3492,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PASTA'}","{'CARNE', 'VERDURE', 'GNOCCHI'}",1.0
3491,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PASTA'}","{'TORTELLINI', 'VERDURE', 'GNOCCHI'}",1.0
3490,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'VERDURE'}","{'CARNE', 'GNOCCHI', 'PASTA'}",1.0
3489,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'VERDURE'}","{'TORTELLINI', 'GNOCCHI', 'PASTA'}",1.0
3488,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'VERDURE', 'PASTA'}","{'CARNE', 'TORTELLINI', 'GNOCCHI'}",1.0
3487,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'GNOCCHI'}","{'CARNE', 'VERDURE', 'PASTA'}",1.0
3486,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'GNOCCHI'}","{'TORTELLINI', 'VERDURE', 'PASTA'}",1.0
3485,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'GNOCCHI', 'PASTA'}","{'CARNE', 'TORTELLINI', 'VERDURE'}",1.0
10367,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",{'PIZZA'},1.0
3567,"{'LEGUMI', 'GNOCCHI', 'RISO'}",{'VERDURE'},1.0
10361,"{'VERDURE', 'GNOCCHI', 'RISO'}",{'CARNE'},1.0
3658,"{'LEGUMI', 'GNOCCHI', 'RISO'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}",1.0
3672,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'RISO'}","{'LEGUMI', 'VERDURE'}",1.0
3671,"{'VERDURE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'RISO'}","{'CARNE', 'LEGUMI'}",1.0
3669,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'RISO'}","{'VERDURE', 'GNOCCHI'}",1.0
3668,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'VERDURE', 'RISO'}","{'CARNE', 'GNOCCHI'}",1.0
3667,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'VERDURE'}","{'GNOCCHI', 'RISO'}",1.0
3666,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'GNOCCHI', 'RISO'}","{'CARNE', 'VERDURE'}",1.0
3665,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'GNOCCHI'}","{'VERDURE', 'RISO'}",1.0
3664,"{'VERDURE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'GNOCCHI'}","{'CARNE', 'RISO'}",1.0
3661,"{'CARNE', 'LEGUMI', 'RISO'}","{'VERDURE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",1.0
3660,"{'LEGUMI', 'VERDURE', 'RISO'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",1.0
3655,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'RISO'}","{'VERDURE', 'LEGUMI', 'GNOCCHI'}",1.0
10360,"{'CARNE', 'GNOCCHI', 'RISO'}",{'VERDURE'},1.0
3654,"{'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'RISO'}","{'CARNE', 'LEGUMI', 'GNOCCHI'}",1.0
3652,"{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'RISO'}","{'CARNE', 'LEGUMI', 'VERDURE'}",1.0
3649,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'RISO'}","{'CARNE', 'VERDURE', 'GNOCCHI'}",1.0
3648,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}","{'VERDURE', 'GNOCCHI', 'RISO'}",1.0
3647,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'VERDURE'}","{'CARNE', 'GNOCCHI', 'RISO'}",1.0
3646,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'GNOCCHI'}","{'CARNE', 'VERDURE', 'RISO'}",1.0
10304,"{'PIZZA', 'VERDURE', 'GNOCCHI', 'RISO'}",{'CARNE'},1.0
10306,"{'CARNE', 'PIZZA', 'GNOCCHI', 'RISO'}",{'VERDURE'},1.0
7574,"{'LEGUMI', 'GNOCCHI', 'PIZZA'}","{'CARNE', 'TORTELLINI', 'VERDURE', 'RISO'}",1.0
3638,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}","{'CARNE', 'VERDURE', 'GNOCCHI', 'RISO'}",1.0
3673,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'RISO'}","{'LEGUMI', 'GNOCCHI'}",1.0
3675,"{'VERDURE', 'LEGUMI', 'GNOCCHI', 'RISO'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI'}",1.0
3676,"{'CARNE', 'LEGUMI', 'GNOCCHI', 'RISO'}","{'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}",1.0
3677,"{'CARNE', 'LEGUMI', 'VERDURE', 'RISO'}","{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",1.0
8408,"{'GNOCCHI', 'CARNE', 'RISO', 'LEGUMI', 'PASTA', 'PIZZA'}","{'TORTELLINI', 'VERDURE'}",1.0
3708,"{'CARNE', 'LEGUMI', 'GNOCCHI', 'RISO'}",{'PASTA'},1.0
3707,"{'LEGUMI', 'PASTA', 'RISO'}","{'CARNE', 'GNOCCHI'}",1.0
10258,"{'CARNE', 'GNOCCHI', 'RISO', 'PASTA'}",{'VERDURE'},1.0
3704,"{'CARNE', 'LEGUMI', 'RISO'}","{'GNOCCHI', 'PASTA'}",1.0
8407,"{'GNOCCHI', 'CARNE', 'TORTELLINI', 'RISO', 'LEGUMI', 'PASTA'}","{'PIZZA', 'VERDURE'}",1.0
3701,"{'LEGUMI', 'GNOCCHI', 'RISO'}","{'CARNE', 'PASTA'}",1.0
8406,"{'GNOCCHI', 'CARNE', 'TORTELLINI', 'LEGUMI', 'PASTA', 'PIZZA'}","{'VERDURE', 'RISO'}",1.0
8405,"{'VERDURE', 'GNOCCHI', 'RISO', 'LEGUMI', 'PASTA', 'PIZZA'}","{'CARNE', 'TORTELLINI'}",1.0
3691,"{'LEGUMI', 'PASTA', 'RISO'}",{'GNOCCHI'},1.0
8404,"{'VERDURE', 'GNOCCHI', 'TORTELLINI', 'RISO', 'LEGUMI', 'PASTA'}","{'CARNE', 'PIZZA'}",1.0
3689,"{'LEGUMI', 'GNOCCHI', 'RISO'}",{'PASTA'},1.0
10281,"{'VERDURE', 'GNOCCHI', 'RISO', 'PASTA'}",{'PIZZA'},1.0
10282,"{'PIZZA', 'VERDURE', 'GNOCCHI', 'RISO'}",{'PASTA'},1.0
8403,"{'VERDURE', 'GNOCCHI', 'TORTELLINI', 'LEGUMI', 'PASTA', 'PIZZA'}","{'CARNE', 'RISO'}",1.0
3684,"{'VERDURE', 'GNOCCHI', 'CARNE', 'RISO', 'LEGUMI'}",{'CROSTACEI_E_MOLLUSCHI'},1.0
3683,"{'VERDURE', 'GNOCCHI', 'CARNE', 'RISO', 'CROSTACEI_E_MOLLUSCHI'}",{'LEGUMI'},1.0
3682,"{'VERDURE', 'CARNE', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}",{'GNOCCHI'},1.0
3681,"{'GNOCCHI', 'CARNE', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}",{'VERDURE'},1.0
3680,"{'VERDURE', 'GNOCCHI', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}",{'CARNE'},1.0
3679,"{'VERDURE', 'GNOCCHI', 'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}",{'RISO'},1.0
3637,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'RISO'}",{'GNOCCHI'},1.0
3636,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'GNOCCHI', 'RISO'}",{'CARNE'},1.0
3635,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'GNOCCHI'}",{'RISO'},1.0
3595,"{'CARNE', 'LEGUMI', 'RISO'}",{'GNOCCHI'},1.0
10344,"{'CARNE', 'PIZZA', 'GNOCCHI', 'RISO'}","{'VERDURE', 'PASTA'}",1.0
7582,"{'CARNE', 'LEGUMI', 'RISO'}","{'TORTELLINI', 'VERDURE', 'PIZZA', 'GNOCCHI'}",1.0
10347,"{'VERDURE', 'GNOCCHI', 'CARNE', 'RISO', 'PASTA'}",{'PIZZA'},1.0
3589,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'GNOCCHI', 'RISO'}",{'VERDURE'},1.0
3588,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'VERDURE', 'RISO'}",{'GNOCCHI'},1.0
3587,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'VERDURE', 'GNOCCHI'}",{'RISO'},1.0
3586,"{'LEGUMI', 'VERDURE', 'GNOCCHI', 'RISO'}",{'CROSTACEI_E_MOLLUSCHI'},1.0
3585,"{'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'GNOCCHI', 'RISO'}",{'LEGUMI'},1.0
3584,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'RISO'}","{'VERDURE', 'GNOCCHI'}",1.0
3583,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'GNOCCHI'}","{'VERDURE', 'RISO'}",1.0
3582,"{'LEGUMI', 'GNOCCHI', 'RISO'}","{'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}",1.0
3581,"{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'RISO'}","{'LEGUMI', 'VERDURE'}",1.0
3580,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'VERDURE'}","{'GNOCCHI', 'RISO'}",1.0
3579,"{'LEGUMI', 'VERDURE', 'RISO'}","{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",1.0
3578,"{'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'RISO'}","{'LEGUMI', 'GNOCCHI'}",1.0
8398,"{'CARNE', 'TORTELLINI', 'RISO', 'PASTA', 'PIZZA'}","{'VERDURE', 'LEGUMI', 'GNOCCHI'}",1.0
10348,"{'VERDURE', 'GNOCCHI', 'RISO', 'PASTA', 'PIZZA'}",{'CARNE'},1.0
10349,"{'VERDURE', 'GNOCCHI', 'CARNE', 'RISO', 'PIZZA'}",{'PASTA'},1.0
